"borough","ClosureType","EditDate","GISpropNum","OMPpropID","Red.Sign.Installed","Status","accessibility","accessibilityLevel","location","name","longitude","latitude","rules","system","Approx.Date.Closed","Approx.Date.Reopened","Community.board","District","button","content"
"Staten Island","Completely Locked","06/22/2020 02:36:21 PM","R085","R085","","UnderConstruction","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Edith Ave. at Irvington St.","E.M.T. Christopher J. Prescott Playground",-74.1859500324634,40.5223413559196,"Adults Allowed","R085-CPA-0001","03/31/2020 07:11:11 PM","",503,"R-03","Playgrounds","Edith Ave. at Irvington St., Staten Island, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Not Lockable","06/22/2020 11:47:44 AM","M037","M037-01","true","Reopened","","","","Sunken Playground",-73.936066827939,40.8378950301974,"","","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",112,"M-12A","Playgrounds",", Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Queens","Completely Locked","06/22/2020 06:30:28 PM","Q444","Q444","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","38 St. bet. 31 Ave. and Broadway","Sean's Place",-73.9184638537646,40.7605942087329,"Adults Allowed","Q444-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",401,"Q-01","Playgrounds","38 St. bet. 31 Ave. and Broadway, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Bronx","Completely Locked","06/22/2020 09:53:16 AM","X146","X146","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Brook Av to 3 Av bet. E 157 St and E 158 St","Flynn Playground",-73.9117477408733,40.8209872857136,"Adults Allowed","X146-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",201,"X-01","Playgrounds","Brook Av to 3 Av bet. E 157 St and E 158 St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 03:45:07 PM","B157","B157","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Ave. S, Morre Pl. bet. E. 16 St. and E. 17 St.","Kelly Park Playground",-73.9564662710086,40.6046794471265,"Adults Allowed","B157-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",315,"B-15","Playgrounds","Ave. S, Morre Pl. bet. E. 16 St. and E. 17 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/23/2020 10:01:04 AM","B294","B294","","Reopened","false","Not Applicable","Malcom X Blvd. between Chauncey St. and Marion St.","Jackie Robinson Park Playground",-73.9275546978484,40.6802218749978,"Adults Allowed","B294-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Malcom X Blvd. between Chauncey St. and Marion St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 10:55:10 AM","X123","X123","","Reopened","false","Not Applicable","Noble Ave. bet. Bronx River Av and  E 177 St","Noble Playground",-73.8718504056893,40.8368932919579,"Adults Allowed","X123-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Noble Ave. bet. Bronx River Av and  E 177 St, Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Queens","Partially Locked","06/22/2020 01:17:26 PM","Q378","Q378","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","101 Ave. bet. 92 St. and 83 St.","Ampere Playground",-73.8567839427051,40.6816465637629,"Adults Allowed","Q378-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",409,"Q-09","Playgrounds","101 Ave. bet. 92 St. and 83 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 01:09:59 PM","Q022","Q022","","Reopened","false","Not Applicable","37 Ave. bet. Bowne St. and Parsons Blvd.","Margaret I. Carman Green - Weeping Beech",-73.8245881861926,40.7636740075875,"Adults Allowed","Q022-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 01:08:51 PM",407,"Q-07","Playgrounds","37 Ave. bet. Bowne St. and Parsons Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Staten Island","Completely Locked","06/22/2020 02:53:16 PM","R031","R031-11","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","End Of Cornelia Ave, Opp Hockey Rink","Wolfe's Pond Park",-74.1873600801584,40.518452287049,"Adults not allowed in some locations","R031-CPA-0002","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",503,"R-03","Playgrounds","End Of Cornelia Ave, Opp Hockey Rink, Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Queens","Partially Locked","06/23/2020 09:28:13 AM","Q360N","Q360N","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd.","Hoffman Park",-73.8713360615312,40.7328146543376,"Adults Allowed","Q360N-CPA-0001","03/31/2020 07:11:11 PM","06/23/2020 09:28:11 AM",404,"Q-04","Playgrounds","Hoffman Dr. bet. 58 Ave. and Woodhaven Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:54:45 AM","X176","X176","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Guerlain St. bet. Taylor Ave. and Thieriot Ave.","Taylor Playground",-73.8662178336579,40.8390599138211,"Adults Allowed","X176-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",209,"X-09","Playgrounds","Guerlain St. bet. Taylor Ave. and Thieriot Ave., Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 01:21:36 PM","B285","B285","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St.","Harry Maze Playground",-73.9234018805324,40.6430499808274,"Adults Allowed","B285-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",317,"B-17","Playgrounds","Ave. D, Ditmas Ave. bet. E. 56 St. and E. 57 St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Bronx","Completely Locked","06/22/2020 10:17:42 AM","X017","X017-02","","UnderConstruction","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","E 178 St & Ryer Ave, Upper Level","Richman (Echo) Park Upper",-73.9019102714753,40.849586759705,"Adults Allowed","X017-CPA-0001","03/31/2020 07:11:11 PM","",205,"X-05","Playgrounds","E 178 St & Ryer Ave, Upper Level, Bronx, NY<br/><b>Status: </b>UnderConstruction<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Queens","Completely Locked","06/22/2020 10:23:18 AM","Q300","Q300-06","","Reopened","false","Not Applicable","Main St & 56 Ave","NYHMC Playground",-73.8254675325285,40.7484648646747,"Unknown","Q300-CPA-0005","03/31/2020 07:11:11 PM","06/22/2020 10:23:14 AM",407,"Q-07","Playgrounds","Main St & 56 Ave, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Brooklyn","Completely Locked","06/22/2020 03:45:07 PM","B208","B208","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Nostrand Ave. bet. Kings Hwy. and Ave. P","Pfc Norton Playground",-73.9449700998064,40.6146367105822,"Adults Allowed","B208-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",315,"B-15","Playgrounds","Nostrand Ave. bet. Kings Hwy. and Ave. P, Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/23/2020 10:55:47 AM","Q099","Q099-15","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Jewel Ave & Van Wyck Exwy","Triassic Playground",-73.8350918923636,40.7299816273106,"Unknown","Q099-CPA-0002","03/31/2020 07:11:11 PM","06/23/2020 10:55:44 AM",481,"Q-15","Playgrounds","Jewel Ave & Van Wyck Exwy, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 12:39:59 PM","B339","B339","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Riverdale Ave. bet. Thatford Ave. and Osborn St.","Newport Playground",-73.9069315968374,40.6610803239046,"Adults not allowed in some locations","B339-CPA-0001","03/31/2020 07:11:11 PM","06/20/2020 12:00:00 AM",316,"B-16","Playgrounds","Riverdale Ave. bet. Thatford Ave. and Osborn St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 03:29:53 PM","M071","M071-08","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","W 83 St & Riverside Dr","River Run Plgd",-73.9822394809129,40.7869475625053,"Unknown","M071-CPA-0005","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",107,"M-14","Playgrounds","W 83 St & Riverside Dr, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Queens","Completely Locked","06/21/2020 04:56:36 PM","Q313","Q313","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Arverne Blvd. bet. Beach 56 St. and Beach 54 St.","Arverne Playground",-73.7854007545065,40.5928879186983,"Adults Allowed","Q313-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 04:56:33 PM",414,"Q-14","Playgrounds","Arverne Blvd. bet. Beach 56 St. and Beach 54 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/22/2020 04:40:25 PM","B259","B259","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Lafayette Ave. bet. Waverly Ave. and Washington Ave.","Underwood Park",-73.9665003965574,40.6883572678576,"Adults not allowed in some locations","B259-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","Lafayette Ave. bet. Waverly Ave. and Washington Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Completely Locked","06/22/2020 03:45:07 PM","B308","B308","","Reopened","","","Ave. Y between Coyle St. and Batchelder St.","Yak Playground",-73.9364723661932,40.5922533224228,"","","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",315,"B-15","Playgrounds","Ave. Y between Coyle St. and Batchelder St., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>"
"Manhattan","Completely Locked","06/22/2020 05:25:04 PM","M108G","M108G","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","FDR Dr. bet. E. 102 St. and E. 106 St.","Playground 103 CIII",-73.9391650407331,40.7868615606385,"Unknown","M108G-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",111,"M-15","Playgrounds","FDR Dr. bet. E. 102 St. and E. 106 St., Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/21/2020 10:11:32 AM","Q001","Q001-99","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","Nr Springfield Lot, Ballfields","Alley Springfield Playground",-73.7488166863534,40.7415215730774,"Unknown","Q001-CPA-0003","03/31/2020 07:11:11 PM","06/21/2020 10:11:29 AM",411,"Q-07A","Playgrounds","Nr Springfield Lot, Ballfields, Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
"Manhattan","Completely Locked","06/22/2020 11:43:48 AM","M029","M029-01","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","M C Plaza, Ft Washington Ave","Jacob Javits Plgd",-73.9346150786823,40.8588236260172,"Adults Allowed","M029-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",112,"M-12","Playgrounds","M C Plaza, Ft Washington Ave, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Manhattan","Completely Locked","06/22/2020 11:15:08 AM","M010","M010-103","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","77 St, W/o 5th Ave","James Michael Levin Plgd",-73.9652304141684,40.775824154285,"Unknown","M010-CPA-0006","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",164,"M-13","Playgrounds","77 St, W/o 5th Ave, Manhattan, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Completely Locked","06/23/2020 10:01:04 AM","B105","B105","","Reopened","false","Not Applicable","Taaffe Pl. bet. Park Ave. and Myrtle Ave.","Taaffe Playground",-73.960828485991,40.6959485320461,"Adults Allowed","B105-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",303,"B-03","Playgrounds","Taaffe Pl. bet. Park Ave. and Myrtle Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Not Applicable"
"Bronx","Completely Locked","06/22/2020 11:06:29 AM","X163","X163","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Morris Park Ave. bet. Haight Ave. and Tomlinson Ave.","Loreto Playground",-73.8522017614696,40.8487928199955,"Adults Allowed","X163-CPA-0001","03/31/2020 07:11:11 PM","06/21/2020 12:00:00 AM",211,"X-11","Playgrounds","Morris Park Ave. bet. Haight Ave. and Tomlinson Ave., Bronx, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Brooklyn","Completely Locked","06/23/2020 11:14:00 AM","B300","B300","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Adelphi St., Myrtle Ave., Clermont Ave.","Oracle Playground",-73.9716905959104,40.6939810686424,"Adults Allowed","B300-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",302,"B-02","Playgrounds","Adelphi St., Myrtle Ave., Clermont Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Staten Island","Completely Locked","06/22/2020 01:43:08 PM","R005","R005-01","","Reopened","true","Level 3: Accessible Playgrounds with Universally Accessible Swings","Clove Rd & Cheshire Pl","Clove Lakes Park Plgd",-74.106016781789,40.6185162590276,"Adults not allowed in some locations","R005-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",501,"R-01","Playgrounds","Clove Rd & Cheshire Pl, Staten Island, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 3: Accessible Playgrounds with Universally Accessible Swings"
"Brooklyn","Completely Locked","06/23/2020 10:08:49 AM","B212","B212","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","Campus Rd. bet. E. 21 St. and Ocean Ave.","Hot Spot Tot Lot",-73.9567505614128,40.6310229644995,"Adults not allowed in some locations","B212-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",314,"B-14","Playgrounds","Campus Rd. bet. E. 21 St. and Ocean Ave., Brooklyn, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Completely Locked","06/04/2020 04:16:17 PM","Q066D","Q066D","","COVID-19 Closure","","","Hoyt Ave., bet. 24 St. and Crescent St.","Triborough Bridge Playground D",-73.9215565417972,40.7734930460181,"","","03/31/2020 07:11:11 PM","",401,"Q-01","Playgrounds","Hoyt Ave., bet. 24 St. and Crescent St., Queens, NY<br/><b>Status: </b>COVID-19 Closure<br/><b>Accessibility: </b>"
"Queens","Completely Locked","06/22/2020 06:30:03 PM","Q296","Q296","","Reopened","true","Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features","35 Ave. bet. Steinway St. and 41 St.","Playground Thirty Five XXXV",-73.9220714409558,40.7547698066664,"Adults not allowed in some locations","Q296-CPA-0001","03/31/2020 07:11:11 PM","06/22/2020 12:00:00 AM",401,"Q-01","Playgrounds","35 Ave. bet. Steinway St. and 41 St., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 4: Accessible Playgrounds with Transfer Platforms and Ground Level Play Features"
"Queens","Partially Locked","06/19/2020 01:57:30 PM","Q320","Q320","","Reopened","true","Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings","70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd.","Vleigh Playground",-73.8160078345957,40.7297731209432,"Adults Allowed","Q320-CPA-0001","03/31/2020 07:11:11 PM","06/19/2020 01:57:28 PM",408,"Q-08","Playgrounds","70 Rd., 71 Ave. bet. 150 St. and Kissena Blvd., Queens, NY<br/><b>Status: </b>Reopened<br/><b>Accessibility: </b>Level 2: Accessible Playgrounds with Ramped Play Equipment and Universally Accessible Swings"
